session_uid|sched_start|start_actual|len_min|setting|session_state|session_label|org_name|program_name|group_size|n_present|n_absent|subject|tutor_uid|tutor_ok|session_notes|skill_list|student_uid|roster_state|present_flag|join_ts|leave_ts|mins_attended|school_uid|school_name|grade_level|section_label|course_name|exported_at|funding_code
029b4ee8-9ad9-4d01-a626-d07432e53440|01/13/2026 15:35|01/13/2026 15:37|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|1|2|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|||cb1a911c-d237-41a9-8d28-fc1b06ef0a44|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T2
029b4ee8-9ad9-4d01-a626-d07432e53440|01/13/2026 15:35|01/13/2026 15:37|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|1|2|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|||fe106d35-058f-4fa3-8acf-ff8dfb9daf05|ACCEPTED|1|01/13/2026 15:45|01/13/2026 16:09|24.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-B
79958a0b-b320-4d90-a39c-8302acd802ef|01/15/2026 15:35|01/15/2026 15:33|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|2|1|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1||A.2(C) Write linear equations given a point and a slope, 7.3B Write equations to represent proportional relationships|bf722a9d-0b5f-4d33-92c1-96142a3e978a|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T2
79958a0b-b320-4d90-a39c-8302acd802ef|01/15/2026 15:35|01/15/2026 15:33|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|2|1|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1||A.2(C) Write linear equations given a point and a slope, 7.3B Write equations to represent proportional relationships|cb1a911c-d237-41a9-8d28-fc1b06ef0a44|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-B
79958a0b-b320-4d90-a39c-8302acd802ef|01/15/2026 15:35|01/15/2026 15:33|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|2|1|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1||A.2(C) Write linear equations given a point and a slope, 7.3B Write equations to represent proportional relationships|fe106d35-058f-4fa3-8acf-ff8dfb9daf05|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T2
99218064-b1d1-49b2-9931-9d7e3402ddb0|01/20/2026 15:35|01/20/2026 15:35|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|3|0|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|6.10(A) Model and solve one-variable, one-step equations, 8.5(G) Identify functions using ordered pairs, tables, and graphs|bf722a9d-0b5f-4d33-92c1-96142a3e978a|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-A
99218064-b1d1-49b2-9931-9d7e3402ddb0|01/20/2026 15:35|01/20/2026 15:35|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|3|0|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|6.10(A) Model and solve one-variable, one-step equations, 8.5(G) Identify functions using ordered pairs, tables, and graphs|cb1a911c-d237-41a9-8d28-fc1b06ef0a44|ACCEPTED|1|01/20/2026 15:42|01/20/2026 16:06|24.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-B
99218064-b1d1-49b2-9931-9d7e3402ddb0|01/20/2026 15:35|01/20/2026 15:35|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|3|0|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|6.10(A) Model and solve one-variable, one-step equations, 8.5(G) Identify functions using ordered pairs, tables, and graphs|fe106d35-058f-4fa3-8acf-ff8dfb9daf05|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T2
9ce2f1fc-c5c3-4df2-89cb-ff9bec2cf62c|01/22/2026 15:35|01/22/2026 15:36|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|3|0|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Solid effort today, though attendance hurt us again."";"|7.3B Write equations to represent proportional relationships, 8.8(C) Model and solve equations with variables on both sides, 6.10(A) Model and solve one-variable, one-step equations|bf722a9d-0b5f-4d33-92c1-96142a3e978a|ACCEPTED|1|01/22/2026 15:40|01/22/2026 16:04|24.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T2
9ce2f1fc-c5c3-4df2-89cb-ff9bec2cf62c|01/22/2026 15:35|01/22/2026 15:36|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|3|0|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Solid effort today, though attendance hurt us again."";"|7.3B Write equations to represent proportional relationships, 8.8(C) Model and solve equations with variables on both sides, 6.10(A) Model and solve one-variable, one-step equations|cb1a911c-d237-41a9-8d28-fc1b06ef0a44|ACCEPTED|1|01/22/2026 15:40|01/22/2026 16:04|24.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|
9ce2f1fc-c5c3-4df2-89cb-ff9bec2cf62c|01/22/2026 15:35|01/22/2026 15:36|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|3|0|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Solid effort today, though attendance hurt us again."";"|7.3B Write equations to represent proportional relationships, 8.8(C) Model and solve equations with variables on both sides, 6.10(A) Model and solve one-variable, one-step equations|fe106d35-058f-4fa3-8acf-ff8dfb9daf05|ACCEPTED|1|01/22/2026 15:42|01/22/2026 16:05|23.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-A
7300ccfb-cbbe-4acd-a9d4-15e2bea094f1|01/27/2026 15:35|01/27/2026 15:35|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|2|1|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||bf722a9d-0b5f-4d33-92c1-96142a3e978a|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|
7300ccfb-cbbe-4acd-a9d4-15e2bea094f1|01/27/2026 15:35|01/27/2026 15:35|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|2|1|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||cb1a911c-d237-41a9-8d28-fc1b06ef0a44|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-A
7300ccfb-cbbe-4acd-a9d4-15e2bea094f1|01/27/2026 15:35|01/27/2026 15:35|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|2|1|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||fe106d35-058f-4fa3-8acf-ff8dfb9daf05|ACCEPTED|1|01/27/2026 15:41|01/27/2026 16:07|26.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-B
52dbb3e0-bbe1-40a9-94d5-52ee124ec429|01/29/2026 15:35|01/29/2026 15:35|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|3|0|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|6.10(A) Model and solve one-variable, one-step equations|bf722a9d-0b5f-4d33-92c1-96142a3e978a|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-B
52dbb3e0-bbe1-40a9-94d5-52ee124ec429|01/29/2026 15:35|01/29/2026 15:35|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|3|0|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|6.10(A) Model and solve one-variable, one-step equations|cb1a911c-d237-41a9-8d28-fc1b06ef0a44|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-B
52dbb3e0-bbe1-40a9-94d5-52ee124ec429|01/29/2026 15:35|01/29/2026 15:35|30|ONLINE|COMPLETED|Ivybrook - 7th Grade - 3:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|3|3|0|MATH|d2d22e83-49d1-4efe-be4c-8a2a2453b61b|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|6.10(A) Model and solve one-variable, one-step equations|fe106d35-058f-4fa3-8acf-ff8dfb9daf05|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|7|ZZ TEST - DO NOT USE|MATH 07|2026-02-04 06:00:00|T1-B
34bf9e36-bf62-46bf-9285-91a7503beb5b|01/07/2026 10:35|01/07/2026 10:35|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Solid effort today, though attendance hurt us again."";"|A.2(C) Write linear equations given a point and a slope, 8.8(C) Model and solve equations with variables on both sides|5a031ec0-2ada-495d-a8c7-918ca0d0411e|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|
34bf9e36-bf62-46bf-9285-91a7503beb5b|01/07/2026 10:35|01/07/2026 10:35|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Solid effort today, though attendance hurt us again."";"|A.2(C) Write linear equations given a point and a slope, 8.8(C) Model and solve equations with variables on both sides|bca1213e-06ed-4f3e-8608-15107d162786|ACCEPTED|1|01/07/2026 10:36|01/07/2026 11:01|25.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T2
34bf9e36-bf62-46bf-9285-91a7503beb5b|01/07/2026 10:35|01/07/2026 10:35|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Solid effort today, though attendance hurt us again."";"|A.2(C) Write linear equations given a point and a slope, 8.8(C) Model and solve equations with variables on both sides|43b69c29-f674-4a51-8bb3-f4954254f69a|ACCEPTED|1|01/07/2026 10:39|01/07/2026 11:08|29.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|
fad62d25-eea8-4acb-afc2-f95b3563a375|01/09/2026 10:35|01/09/2026 10:35|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||5a031ec0-2ada-495d-a8c7-918ca0d0411e|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T2
fad62d25-eea8-4acb-afc2-f95b3563a375|01/09/2026 10:35|01/09/2026 10:35|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||bca1213e-06ed-4f3e-8608-15107d162786|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-A
fad62d25-eea8-4acb-afc2-f95b3563a375|01/09/2026 10:35|01/09/2026 10:35|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||43b69c29-f674-4a51-8bb3-f4954254f69a|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|
fd5cb3f7-edaa-44c6-a85a-9152997244a0|01/14/2026 10:35|01/14/2026 10:34|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|A.2(C) Write linear equations given a point and a slope|5a031ec0-2ada-495d-a8c7-918ca0d0411e|ACCEPTED|1|01/14/2026 10:36|01/14/2026 11:03|27.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|
fd5cb3f7-edaa-44c6-a85a-9152997244a0|01/14/2026 10:35|01/14/2026 10:34|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|A.2(C) Write linear equations given a point and a slope|bca1213e-06ed-4f3e-8608-15107d162786|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T2
fd5cb3f7-edaa-44c6-a85a-9152997244a0|01/14/2026 10:35|01/14/2026 10:34|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|A.2(C) Write linear equations given a point and a slope|43b69c29-f674-4a51-8bb3-f4954254f69a|ACCEPTED|1|01/14/2026 10:34|01/14/2026 10:57|23.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-B
86a8691e-e397-4c8f-890e-509e3867e896|01/16/2026 10:35|01/16/2026 10:33|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"||5a031ec0-2ada-495d-a8c7-918ca0d0411e|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-B
86a8691e-e397-4c8f-890e-509e3867e896|01/16/2026 10:35|01/16/2026 10:33|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"||bca1213e-06ed-4f3e-8608-15107d162786|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-B
86a8691e-e397-4c8f-890e-509e3867e896|01/16/2026 10:35|01/16/2026 10:33|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"||43b69c29-f674-4a51-8bb3-f4954254f69a|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-B
a861b633-1d4a-40a3-8139-582687d77394|01/21/2026 10:35|01/21/2026 10:34|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1||A.2(C) Write linear equations given a point and a slope, 7.3B Write equations to represent proportional relationships, 6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems|5a031ec0-2ada-495d-a8c7-918ca0d0411e|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|
a861b633-1d4a-40a3-8139-582687d77394|01/21/2026 10:35|01/21/2026 10:34|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1||A.2(C) Write linear equations given a point and a slope, 7.3B Write equations to represent proportional relationships, 6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems|bca1213e-06ed-4f3e-8608-15107d162786|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-A
a861b633-1d4a-40a3-8139-582687d77394|01/21/2026 10:35|01/21/2026 10:34|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|2|1|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1||A.2(C) Write linear equations given a point and a slope, 7.3B Write equations to represent proportional relationships, 6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems|43b69c29-f674-4a51-8bb3-f4954254f69a|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|
4e867ace-2ca0-408f-8095-9fa06abf654d|01/28/2026 10:35|01/28/2026 10:35|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|||5a031ec0-2ada-495d-a8c7-918ca0d0411e|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T2
4e867ace-2ca0-408f-8095-9fa06abf654d|01/28/2026 10:35|01/28/2026 10:35|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|||bca1213e-06ed-4f3e-8608-15107d162786|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-A
4e867ace-2ca0-408f-8095-9fa06abf654d|01/28/2026 10:35|01/28/2026 10:35|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|||43b69c29-f674-4a51-8bb3-f4954254f69a|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-A
8ebb71df-073f-45f0-b522-e6dd9d7b7389|01/30/2026 10:35|01/30/2026 10:34|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"|A.2(C) Write linear equations given a point and a slope, 7.6(H) Solve problems using data represented in dot plots|5a031ec0-2ada-495d-a8c7-918ca0d0411e|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-A
8ebb71df-073f-45f0-b522-e6dd9d7b7389|01/30/2026 10:35|01/30/2026 10:34|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"|A.2(C) Write linear equations given a point and a slope, 7.6(H) Solve problems using data represented in dot plots|bca1213e-06ed-4f3e-8608-15107d162786|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-A
8ebb71df-073f-45f0-b522-e6dd9d7b7389|01/30/2026 10:35|01/30/2026 10:34|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 10:35am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|4805361b-d35e-45f8-9640-02651dda3c00|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"|A.2(C) Write linear equations given a point and a slope, 7.6(H) Solve problems using data represented in dot plots|43b69c29-f674-4a51-8bb3-f4954254f69a|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 8 - HOLLOWAY - 4|Math 8|2026-02-04 06:00:00|T1-A
6598aac4-15af-4880-972b-0646c0a1b5a8|01/07/2026 17:35|01/07/2026 17:37|30|ONLINE|COMPLETED|Ivybrook - 8th Grade - 5:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|2|1|1|MATH|5118c5e0-5d90-4b16-b358-e2f3a654369b|1||A.2(C) Write linear equations given a point and a slope, 7.6(H) Solve problems using data represented in dot plots, 7.3B Write equations to represent proportional relationships|4e7d21a5-f715-407c-b3cf-e788bd831ca9|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - MERCER - 4|MATH 08|2026-02-04 06:00:00|T1-A
6598aac4-15af-4880-972b-0646c0a1b5a8|01/07/2026 17:35|01/07/2026 17:37|30|ONLINE|COMPLETED|Ivybrook - 8th Grade - 5:35pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min|2|1|1|MATH|5118c5e0-5d90-4b16-b358-e2f3a654369b|1||A.2(C) Write linear equations given a point and a slope, 7.6(H) Solve problems using data represented in dot plots, 7.3B Write equations to represent proportional relationships|7c3ef03c-1e88-4033-8eb3-157f9125b8a6|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - MERCER - 4|MATH 08|2026-02-04 06:00:00|T2
